Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Crotalaria_hirta,8,0,1,0.99,0.995
Crotalaria_hebecarpa,8,0,1,0.99,0.995
Crotalaria_luondeensis,x,0,1,0.95,0.975
Crotalaria_nigricans,x,0,1,0.93,0.965
Crotalaria_meyerana,x,0,1,0.97,0.985
Crotalaria_gillettii,x,0,1,0.96,0.98
Crotalaria_barkae,8,0,1,1,1
Crotalaria_quinquefolia,8,0,1,0.99,0.995
Crotalaria_ankaratrana,x,0,1,0.94,0.97
Crotalaria_longipes,8,0,1,0.99,0.995
Crotalaria_sericifolia,x,0,1,0.95,0.975
