Taxon,Chromosome count,Ploidy inference,Phylogeny robustness score,Simulation reliability score,Combined score
Allium_ovalifolium,8,0,1,1,1
Allium_zagricum,x,0,1,1,1
Allium_taquetii,8,0,1,1,1
Allium_subhirsutum,7,0,1,0.99,0.995
Allium_breviscapum,8,0,1,1,1
Allium_vavilovii,8,0,1,1,1
Allium_sphaerocephalon,8,0,1,1,1
Allium_lusitanicum,16,1,1,1,1
Allium_maowenense,8,0,1,1,1
Allium_atrosanguineum,8,0,1,1,1
Allium_caesium,16,1,1,1,1
Allium_hooshidaryae,x,0,1,0.97,0.985
Allium_ivasczenkoae,x,0,0.84,0.99,0.915
Allium_jepsonii,7,0,1,0.99,0.995
Allium_kaschianum,x,0,1,1,1
Allium_wallichii_var._platyphyllum,7,0,1,0.99,0.995
Allium_tuberosum,16,1,1,1,1
Allium_plurifoliatum,8,0,1,1,1
Allium_scorodoprasum,8,0,1,1,1
Allium_atrorubens_var._cristatum,7,0,1,0.99,0.995
Allium_haemanthoides,x,0,1,1,1
Allium_cornutum,x,0,1,0.99,0.995
Allium_kwakense,8,0,1,1,1
Allium_backhousianum,8,0,1,1,1
Allium_polyanthum,16,1,1,1,1
Allium_platyspathum,8,0,1,1,1
Allium_abramsii,7,0,1,0.99,0.995
Allium_monticola,7,0,1,0.99,0.995
Allium_ledebourianum,8,0,1,1,1
Allium_kurssanovii,8,0,1,1,1
Allium_rosenorum,8,0,1,1,1
Allium_praemixtum,8,0,1,1,1
Allium_praecox,14,1,1,0.99,0.995
Allium_splendens,16,1,1,1,1
Allium_rude,x,0,0.91,0.99,0.95
Allium_siculum_subsp._dioscoridis,9,0,0.99,1,0.995
Allium_cyathophorum_var._farreri,8,0,1,1,1
Allium_sergii,8,0,1,1,1
Allium_moly,7,0,1,0.99,0.995
Allium_lacunosum,7,0,1,0.99,0.995
Allium_vallivanchense,x,0,0.94,0.96,0.95
Allium_subvillosum,14,1,1,0.99,0.995
Allium_senescens,16,1,0.99,1,0.995
Allium_narcissiflorum,7,0,1,0.99,0.995
Allium_dasyphyllum,8,0,1,1,1
Allium_tenuissimum,8,0,1,1,1
Allium_plummerae,14,1,1,0.99,0.995
Allium_kuhsorkhense,x,0,1,1,1
Allium_dictuon,7,0,1,0.99,0.995
Allium_cardiostemon,8,0,1,1,1
Allium_parryi,7,0,1,0.99,0.995
Allium_diabolense,7,0,1,0.99,0.995
Allium_glandulosum,14,1,1,0.99,0.995
Allium_pseudosenescens,x,0,0.6,1,0.8
Allium_elburzense,x,0,1,1,1
Allium_stracheyi,8,0,1,1,1
Allium_sanbornii,7,0,1,0.99,0.995
Allium_atrosanguineum_var._fedschenkoanum,8,0,1,1,1
Allium_sativum,8,0,1,1,1
Allium_balkhanicum,x,0,0.97,0.98,0.975
Allium_tubiflorum,8,0,1,1,1
Allium_fetisowii,8,0,1,1,1
Allium_roylei,8,0,1,1,1
Allium_paradoxum,8,0,1,0.99,0.995
Allium_majus,x,0,0.84,1,0.92
Allium_unifolium,7,0,1,0.99,0.995
Allium_forrestii,8,0,1,1,1
Allium_cuthbertii,7,0,1,0.99,0.995
Allium_brandegeei,7,0,1,0.99,0.995
Allium_subkopetdagense,x,0,0.97,0.98,0.975
Allium_tricoccum,8,0,1,1,1
Allium_nutans,16,1,1,1,1
Allium_elegans,8,0,1,1,1
Allium_macropetalum,7,0,1,0.99,0.995
Allium_stipitatum,8,0,1,1,1
Allium_gooddingii,7,0,1,0.99,0.995
Allium_fistulosum,8,0,1,1,1
Allium_pskemense,8,0,1,1,1
Allium_monanthum,12,1,1,0.99,0.995
Allium_petraeum,8,0,1,1,1
Allium_regelii,8,0,1,1,1
Allium_scotostemon,8,0,1,1,1
Allium_pamiricum,x,NA,0.92,0.98,0.95
Allium_beesianum,8,0,1,1,1
Allium_falcifolium,7,0,1,0.99,0.995
Allium_caspium,8,0,1,1,1
Allium_burjaticum,16,1,0.98,1,0.99
Allium_drummondii,7,0,1,0.99,0.995
Allium_strictum,16,1,1,1,1
Allium_rothii,8,0,1,1,1
Allium_trifurcatum,8,0,1,1,1
Allium_spurium,16,1,0.99,1,0.995
Allium_wallichii,8,0,1,0.99,0.995
Allium_sikkimense,18,1,1,1,1
Allium_setifolium,8,0,1,1,1
Allium_oleraceum,16,1,1,1,1
Allium_graveolens,x,0,0.99,0.98,0.985
Allium_costatovaginatum,x,0,1,0.99,0.995
Allium_noeanum,x,0,0.96,1,0.98
Allium_montibaicalense,8,0,1,1,1
